Priori3 LTE　0円スタートの場合、初月の支払額が0円という理解でよろしいいでしょうか。,1,4
現在データのSim持っていますが、MNPした場合は、新たに、Sim買わないとダメでしょうか？,2,4
Ｐｒｉｏｒｉ2はＳＰタイプでしたか？,3,4
Priori3lteのSimガードさいずがわかりません,4,4
Priori3sですが、nanoシムは使えますか？,5,4
priori3sですが、simサイズはどちらを選んでも変わりませんか？,6,4
Priori3S のＳＩＭサイズは何ですか,6,4
Priori 3Sを購入の場合ＳＩＭの大きさは何を洗濯すると良いですか,6,4
標準サイズとミクロサイズ　どちらを選べばいいですか？主にＬＩＮＥで使用したいと思っております。,7,4
SIMのサイズも変更かのうでしょうか？,8,4
ＳＩＭだけ解約できますか？,9,4
データ+SMS の場合、SMS 用に 電話番号を頂けるのでしょうか。,10,4
データSIMでLINE無料通話はできますか？,11,4
複数のSIMを購入することはできますか？,12,4
楽天のフリーテルショップでスマホとSIMを購入して登録をしましましたが、どれくらいの時間でマイページに契約内容が反映されますか？,13,4
100MB～10GB/月のプランで、10GBを超えた場合は、どうなるのでしょうか？？,14,4
速度制限がかかった場合の、下り速度はどのくらいですか？,15,4
データ通信の量,16,4
フリーテルpriori3?シム使っている者ですが、かけ放題のパッケージはどのように購入するのですか？,17,4
mnp番号を先にもらわないとだめなんですか？,18,4
この910円はどういう意味ですが？,19,4
料金シュミレーションはサイト内にありますか。,20,4
料金が表示してある場所はどこになりますか？,21,4
MNP初期料金について,22,4
通話付きを選ぶと、使用した人が使っただけどんどん利用料金は増えますか？こどもが使うので、上限をできれば決めたいのですが。,23,4
申し込み月から料金が発生するのでしょうか？,24,4
データ専用＋SMSからデータ専用に契約変更は可能ですか？,25,4
２回線をMNPでするとき、２回申し込めばいいですか,12,4
２台契約するときは、台数を入力する項目があるのでしょうか？,27,4
今回新規で契約したＭＮＰで音声付きのほうですがどれくらいで届きますか？,28,4
MNP転出手数料について,29,4
クレジットカードの有効期限の変更届,30,4
コインって何ですか？,31,4
coinは何ですか？,31,4
セーフモードの解除の仕方をお聞きしたいのです。,32,4
フリップとは、ケースですか？,33,4
マイページで本人確認書類(JPEG)をアップロードしようとしていますが、登録ボタンを押すと画像がアップロードされていませんとメッセージが出ます。,34,4
今日はヨドバシカメラ行けばすぐ切り替え可能ですか,36,4
店舗でも契約できますか？,37,4
電話番号を変えずに変更したいのですか？,38,4
携帯の番号は指定できませんが、080か090にすることは可能ですか,39,4
端末とシムカードセットで購入すると端末が少し割引になりますか？,40,4
端末の分割支払いは出来ますか？,41,4
AMAZONで購入したSIMの場合、発送はいつですか？,42,4
購入者と発送先が違っても売っていただけますか？,43,4
通話ｓｉｍはいつ頃到着しますか？,44,4
配達時間の指定はできますか？,45,4
配送日時のご指定はできかねます。,45,4
配達業者は、ヤマト運輸でしょうか？,46,4
契約者の住所とは別の住所にSIMカードを発送することはできますか？,47,4
今から注文すればいつ手元に届きますか？,48,4
片方のmicrosimにfreetelのsimを入れると利用できますか？,49,4
昨日、カード、スマホを申し込んで申し込み完了メールが来ました。これでOKなんですよね,50,4
 IOSが吹っ飛んで、再インストールして、以前入っていたFREETELでんわアプリが消えました、サービスは諦めなければならないでしょうか？,51,4
LINEはデータ専用+ＳＭＳでないとできませんか？,52,4
音声付きSimは、着信の場合には通話料はむりょうでしょうか。,53,4
音声付きｓｉｍからデータｓｉｍへの乗り換えはできるのでしょうか？,54,4
通話のかけ放題プランはありますか？,55,4
Freetelかけ放題はパッケージを購入しなければ利用できませんか？,56,4
Aterm MR04LNで使いたいのですが、選ぶSIMはデータのみでいいのでしょうか？,57,4
iPhone SEをアップルショップで買ってきました。SIMサイズはなんですか？,58,4
priori3で使えるSimカードのサイズを教えてください。,4,4
priori3のSIMのサイズはどれを注文したらいいですか？,4,4
Priori 3 LTEのＳＩＭのサイズを教えていただけないでしょうか,4,4
priori3と音声付SIMを選んでいるところです。SIMカードのサイズはどれを選べばよいですか？,4,4
simサイズは？Priori3 LTEです,4,4
Priori3s　のシムは、ｎａｎｏですか？,5,4
データ専用ＳＩＭで　テザリングできますか？,59,4
通信シム契約後にあとから音声付きに変更は可能ですか？,60,4
現在データ２Gの契約ですが、３GSMS付に変更したい、どうすれば？,60,4
データSIMの乗り換えについて伺います。,61,4
「データ専用～100ＭＢ」→「データ専用～1ＧＢ」　などと変更することは可能でしょうか。,62,4
マイクロというのは、通話をしたい場合、音声付というのを選べばよいのですか？,63,4
mnpでsimのみを購入した場合、simロック解除の手続きは必要ですか？,64,4
先日iphone用のsimを購入し、さっそく挿入たのですが、simが無効ですと表示されます。どうしたらいいですか？,65,4
simをiPhoneに挿入したのですが、はじめのアクティベーションがうまくいかず、SIMが無効ですと表示されてしまうのですが、どう対処したらよいですか？,65,4
ドコモからの乗り換えなのですが、乗り換え完了は後日でも大丈夫て事でよろしいのですね？,66,4
SBのみまもりをsim解除してそちらの端末に乗り換えは可能ですか？その場合、費用は？,67,4
y-mobileからMNPする場合はどのようにすればよいのですか,68,4
御社のMNPの乗り換えプランで契約できますか,69,4
simの購入を考えていますが、利用するスマートフォンが3Gの機能です。3Gでも音声付simは使えますか？,70,4
DocomoのSIMロック機種のGalaxyなんですが、Freetel使用できますか？,71,4
9.7 ichのiPad proを購入しようと思っています。SIMカードは、nano-SIMでApple SIMを内蔵しているのですが、FREETELのSIMカードも使用可能でしょうか？,72,4
iphon6　ドコモですが、simの動作確認に含まれていませんでしたが、どうでしょうか？,73,4
独りで３台分（子供の分も含めて）のSIMの購入を希望しています。可能でしょうか？,12,4
1契約で複数枚のSIMを購入できると聞いたのですが、その情報はどこにありますか？,12,4
simカードを一枚今日から使用していますが、自分名義であと２枚欲しいのですが、どうしたらいいですか？,12,4
私一人個人として二台契約で問題ないですよね？,12,4
音声SIM、本体の同時購入を検討しております。加えて音声通話５分無料サービス（パッケージ）も同時購入を検討しているのですが、それぞれ個別に購入が必要なのでしょうか。,74,4
2台のiphoneで契約したいと考えていますが、番号以外同じ情報を2回作成しないといけないのですか？,74,4
ＳＩＭの解約したいです,75,4
解約の縛りはありませんでしょうか？,76,4
フリーテルは、いつ解約しても違約金はかからないんですか？,77,4
simが届いてからの開通手続きの受付時間を教えてください。,78,4
MNPの切替え手続きについての受付時間を教えてください。,78,4
昨日より使用開始しました。現在の使用状況はどのようにすればわかりますか？,79,4
本日MNPでスマホとSIMを申込いたしましたが、MNP転出元であるAU回線が停止するのは、どのタイミングでしょうか？,80,4
 SIMと本体が到着して何日以内に開通しないといけないと決まりはありますか？,81,4
インターネットでsimを申し込んだ場合、春のキャンペーンは自動で適用されるのですか?,82,4
4日まで行っている春のキャンペーンというのは店舗で購入しても同様に受けられるんですか？,83,4
キャンペーンは本日中に購入申込みが完了すれば適用されますでしょうか？,84,4
今申し込みしましたがキャンペーンは適応されますか？,84,4
4/16以降に商品がきます。きょうＳＩＭを買えばキャンペーン対象になりますか？,84,4
サポートの対応時間帯を教えて下さい。,85,4
このシムは１０ギガ以上は低速のみということでいいですか？,86,4
10G以上使用した場合はどうなりますか？,86,4
データ通信料金は0円についてはわかるのですが、スピードは節約モードであれば節約された状態なのでしょうか？,15,4
音声付きのSIMカードを選ぼうと思いますが、データ量の選択はどの時点でするのでしょうか？,87,4
ネットが使えなくなりました,88,4
保障にはいってない場合　バッテリー交換だけってできますか？,89,4
連絡先e-mailを変更したいのですが、方法をお尋ねします。,90,4
法人で格安SIMカードを使いたいと思っています。端末はすべてiPhone（auの端末）で８台になりますが、お見積りを取ることはできますか？,91,4
FREETELでんわは縛りはありますか？,92,4
回線はどこの回線を使っていますか？,93,4
ヨドバシ店頭でMNP、かつ、機種購入すると、MNP手数料以外に店頭での手数料が3000円ちょっと発生すると説明されました,94,4
SIMのみ購入プラン（３か月毎月１GB無料）の通常月の支払い基準額は幾らですか？,95,4
freetelの費用について、いくらぐらいでしょうか,95,4
分割払いってもうなくなったんですか？,96,4
FREETEL SIMを契約する際に、月々の料金の支払いはクレジットカードのみなのでしょうか？銀行口座引き落としやコンビニ払いは不可能ですか？,97,4
個人での支払い方法を教えてください。クレジット以外の方法はありますか。,98,4
いまSIMの購入を検討しています。月々の支払いは銀行引き落としできますか？,99,4
SIMのみ購入で　支払い方法は,100,4
支払方法の手続き方法を教えて下さい。,100,4
MUSASHI&SIMを購入しました。質問ですが例えば１分間無料FREETELでんわに加入すれば１分を超えた場合は３０秒１０円とあります。その場合通話料いきなり半額に加入しなくてもいいということですか？自動的にいきなり半額に加入していると判断していいですか？,101,4
399円でかけ放題の内容を教えてください。,102,4
このＦＲＥＥＴＥＬのページで申し込むのとＡＭＡＺＯＮで申し込むのと違いはありますか？,103,4
あんしんセキュリティパックというのは初月は無料とありますがいつ辞められますか,104,4
MNPでの転入の場合です。同一名義で２台買う場合は、同じ人の名前で２台連続で買えばいいですか？,105,4
simの契約は、18歳学生でもできますか？,106,4
mnpにてsimを使いたいのですが、法人は使えますか？,107,4
名義人の条件を教えてください。ＳＩＭ契約です。,108,4
契約後に契約者の名義を変える事はできますか？,109,4
住所は何に利用しますか,110,4
住所変更の手続きはどこからするのでしょか？,111,4
すみません、注文はキャンセルできますか,112,4
先日、iPhone用のSIMを契約しました。留守番電話機能を追加でお願いしたいのですが、手順を教えてください。,113,4
御社にＭＮＰで申し込む際はどのようにすればベターでしょうか？またドコモさんにはどのように伝えればいいのでしょうか？具体的におしえていただけませんか？,114,4
MNPプランで申し込みたいです,114,4
いきなり半額電話とFREETEL電話って品質は一緒なのですか？,115,4
転出する際の、事務手数料はどのようになっていますか？,29,4
転出の場合も違約金は、かからないんですか？,29,4
乗り換える場合も違約金は、かからないんですか？,29,4
家ではWi-Fi、外出先ではＳＩＭでのデータ通信を行う場合、自動的に切り替わりますか？,116,4
申込（個人A）クレカ払い（個人Aの父の法人カード）はできますでしょうか？,117,4
MNPので検討してます。決済カードの名義人が同一でなくても購入出来ますか？,117,4
支払いのクレジットカードは本人のもので無いとだめでしょうか。,118,4
クレジットカードの変更はどうすればいいでしょうか。,119,4
クレジットカード決済にて個人カードを登録しておき。後日、会社名義のカード決済にすぐ変更可能でしょうか？,120,4
今オーダー中ですが、クレジットの期限が切れてしまっているようです。どうすればいいですか？,121,4
クレジットカードの有効期限を確認してくださいと出るが、確認する方法が不明,122,4
"0コインにしたら、今回は申し込みできましたが。",123,4
マイページにログインして契約内容など真っ白で表示されない,124,4
本人確認書類のウェブアップロードの仕方がわからないのですか、,125,4
本人確認書類　国民健康保険証の場合裏面が必要でしょうか,126,4
本人確認の審査は通常どれくらいの目途で結果がでますか？,127,4
ＭＵＳＡＳＨＩを実際触ってみたいのですが　どこへいけばいいでしょうか？　当方は　八王子　です,128,4
あの、新宿にある実店舗へ行きたいですが、場所は教えてもらえますか,129,4
店舗購入の場合フリーテル購入時に必要な書類などありますか,130,4
IP電話（OCN 050で始まる電話番号）を使っています。この番号でMNPはできますか？,131,4
通話SIM申込時に、電話番号のリクエストは出来ますか？,39,4
通話機能を契約したいのですが、電話でのご説明?アドバイス等を、お願いできませんか？,132,4
申し込みから到着までどれくらいかかりますでしょうか？,133,4
今日中に申し込み完了して 9ヶ月1ギガ無料キャンペーン適応に乗りたく 乗り換えてSIM購入しましたが まだ届きません。,134,4
発送業者の変更はできないですよね?,135,4
freetelの商品は送料が無料ですか？,136,4
スマホケース?micro SDカード?Freetelでんわを購入したいのですが、発送先を変更することはできますか?,47,4
なぜか フリモバそのままか新しい電話番号しか選べなくてストップしてます mnpはフリモバを選択すればいいの？,137,4
前回買った時 ほんの二日前に送ったのに、また送るの？？二台目の機種とシムを同じ名義ＩＤで同じ支払いでほしいの！！,74,4
外出時にしようしてもネット接続は出来るのでしょうか？,138,4
ルーターを買わなくてもいいのですよね？,139,4
端末はｐｒｉｏｒｉ３ｓですがＳＩＭカードはマイクロかｎａｎｏ　どちらですか,6,4
本人確認書類例えば写真はどのようにしておくるのですか。本人確認書類1枚目は何ですか,140,4
たとえば通常の１Gの音声付CIMを買って、あとで容量を増やしたいときはどのようにすればいよいですか,141,4
nanoSIM 音声 for iPhoneを昨日、注文しましたが、いつ届きますか？,44,4
注文ステータスを確認することは可能ですか？出荷待ちなのか？本人確認中なのか？,142,4
SIMの購入を考えておりますが、MNPの手続きは先に済ませておいてから、FREETELサイトでSIMを購入するのですか？それともSIMの購入が先でそのあと、3キャリアがわにMPN申請をするのでしょうか?,114,4
ASUS MEMO pad7で使用できますか？,143,4
いきなり半額から110番や119番はかけられますか?,144,4
FREETELから110番や119番はかけられますか?,144,4
110番にかける方法はありますか?,145,4
通常発信のアプリとfreetelでんわのアプリが別々にあるという理解でいいでしょうか?,146,4
新規購入でアダプター充電器は付いてきますか？,147,4
 priori3sを購入したいのです。音声付きを希望しますが、マイクロとnanoのどちらを選ぶべきですか？,6,4
携帯とＳＩＭの両方を今申し込みました。通常申込後何日後に到着しますか？なお東京２３区在住です。,44,4
freetel simの利用開始手続きで契約フォームにあるsim電話番号とは、本人と連絡のつく電話番号のことですか？購入したsimはデータ通信専用です,148,4
今、MNPで申し込み途中です。iPhoneSE simフリーを自分で購入して加入したいのですが、プランは「使った分だけ安心プラン（ドコモ回線） for iPhone」月額課金オプションは未選択で問題ないでしょうか？,149,4
FREETELのSIMを使っているが、カケホーダイの利用方法が知りたい,150,4
priori3 Lte でデータのみの利用を考えています。simカードは標準かマイクロのどちらを選択したらいいでしょうか。,4,4
どの機種がいいか迷っています。ゲームはしません。写真が綺麗に撮れて操作性が良い物がいいです。,151,4
申し込み完了メールは届いたのですが、商品発送まで、現在どのくらい時間かかりますか？,152,4
サーフェス３　に使用しようと思いますが、互換性はどうですか？,153,4
毎月使用料の領収書発行はできますか。,154,4
simカードは標準かマイクロのどちらを選択したらいいでしょうか。,155,4
Simカードのサイズを教えてください。,155,4
SIMのサイズはどれを注文したらいいですか？,155,4
SIMカードのサイズはどれを選べばよいですか？,155,4
Aterm MR04LNで使いたいのですが、選ぶSIMはデータのみでいいのでしょうか？,156,4
