question_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,r1,r2,s,ground_truth
4f30cab0-c857-48c2-88f6-c5397ac9de6a,0.0,0.0,0.0,0.0,1.5408362,1.0350482,0.80857563,1.1776212,0.4615385,0,0.6931471805599453,1.5408362,4
4f30cab0-c857-48c2-88f6-c5397ac9de6a,0.0,0.0,0.0,0.0,0.6447418,0.18783516,0.059773095,0.18783516,0.30769232,1,0.4054651081081644,0.6447418,0
4f30cab0-c857-48c2-88f6-c5397ac9de6a,0.0,0.0,0.0,0.0,0.18272209,0.09011994,0.0,0.09011994,0.15384616,2,0.2876820724517809,0.18272209,0
4f30cab0-c857-48c2-88f6-c5397ac9de6a,0.0,0.0,0.0,0.0,0.17960669,0.08700454,0.0,0.08700454,0.15384616,3,0.22314355131420976,0.17960669,0
4f30cab0-c857-48c2-88f6-c5397ac9de6a,0.0,0.0,0.0,0.0,0.17960669,0.08700454,0.0,0.08700454,0.15384616,4,0.18232155679395462,0.17960669,0
4f30cab0-c857-48c2-88f6-c5397ac9de6a,0.0,0.0,0.0,0.0,0.17479254,0.0,0.0,0.0,0.07692308,5,0.1541506798272583,0.17479254,0
4f30cab0-c857-48c2-88f6-c5397ac9de6a,0.0,0.0,0.0,0.0,0.16920124,0.0,0.0,0.0,0.07692308,6,0.13353139262452263,0.16920124,0
4f30cab0-c857-48c2-88f6-c5397ac9de6a,0.0,0.0,0.0,0.0,0.15438424,0.0,0.0,0.0,0.07692308,7,0.11778303565638346,0.15438424,0
4f30cab0-c857-48c2-88f6-c5397ac9de6a,0.0,0.0,0.0,0.0,0.15438424,0.0,0.0,0.0,0.07692308,8,0.1053605156578263,0.15438424,0
4f30cab0-c857-48c2-88f6-c5397ac9de6a,0.0,0.0,0.0,0.0,0.14938802,0.0,0.0,0.0,0.07692308,9,0.09531017980432487,0.14938802,0
f618789f-85c8-4aa5-8d3c-ac3e48b46f54,0.0,0.0,0.0,0.0,0.25261462,0.0,0.0,0.0,0.11111111,0,0.6931471805599453,0.25261462,0
f618789f-85c8-4aa5-8d3c-ac3e48b46f54,0.0,0.0,0.0,0.0,0.15901713,0.025111115,0.0,0.025111115,0.33333334,1,0.4054651081081644,0.15901713,0
f618789f-85c8-4aa5-8d3c-ac3e48b46f54,0.0,0.0,0.0,0.0,0.15434404,0.023553416,0.0,0.023553416,0.33333334,2,0.2876820724517809,0.15434404,0
f618789f-85c8-4aa5-8d3c-ac3e48b46f54,0.0,0.0,0.0,0.0,0.12161009,0.0,0.0,0.0038867553,0.22222222,3,0.22314355131420976,0.12161009,0
f618789f-85c8-4aa5-8d3c-ac3e48b46f54,0.0,0.0,0.0,0.0,0.06729082,0.027491331,0.0,0.027491331,0.33333334,4,0.18232155679395462,0.06729082,0
f618789f-85c8-4aa5-8d3c-ac3e48b46f54,0.0,0.0,0.0,0.0,0.055753317,0.030606728,9.83408E-4,0.030606728,0.33333334,5,0.1541506798272583,0.055753317,0
f618789f-85c8-4aa5-8d3c-ac3e48b46f54,0.0,0.0,0.0,0.0,0.050707284,0.0064645987,0.0,0.0064645987,0.33333334,6,0.13353139262452263,0.050707284,0
f618789f-85c8-4aa5-8d3c-ac3e48b46f54,0.0,0.0,0.0,0.0,0.04952252,0.027491331,0.0,0.027491331,0.33333334,7,0.11778303565638346,0.04952252,0
f618789f-85c8-4aa5-8d3c-ac3e48b46f54,0.0,0.0,0.0,0.0,0.04952252,0.01814935,0.0,0.01814935,0.33333334,8,0.1053605156578263,0.04952252,0
f618789f-85c8-4aa5-8d3c-ac3e48b46f54,0.0,0.0,0.0,0.0,0.04952252,0.027491331,0.0,0.027491331,0.33333334,9,0.09531017980432487,0.04952252,0
